,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
1929,M,0.615,0.495,0.2,1.219,0.564,0.22699999999999998,0.3885,10
4144,M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11
4032,I,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18,8
3063,F,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9
2086,F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10
4095,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
4123,I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,8
1420,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
1476,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
942,I,0.465,0.37,0.115,0.534,0.261,0.098,0.14300000000000002,7
2398,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
4089,M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
1582,I,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.16899999999999998,9
2358,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
2392,M,0.33,0.25,0.09,0.19699999999999998,0.085,0.040999999999999995,0.0605,10
121,I,0.385,0.295,0.085,0.2535,0.10300000000000001,0.0575,0.085,7
887,F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
3807,F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
685,M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15
1468,M,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149,8
3536,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8
413,M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
789,F,0.6,0.465,0.165,0.8875,0.309,0.24600000000000002,0.262,12
3801,I,0.205,0.155,0.045,0.0495,0.0235,0.011000000000000001,0.013999999999999999,3
1621,M,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645,10
1670,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12
3262,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
1872,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
1425,F,0.735,0.565,0.205,2.1275,0.9490000000000001,0.46,0.565,12
4041,I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
272,M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
2028,F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
521,F,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5
522,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
2899,I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,8
2103,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
3265,M,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14
2751,F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9
350,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
1833,I,0.405,0.3,0.09,0.26899999999999996,0.10300000000000001,0.067,0.11,6
2486,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13
3640,I,0.445,0.345,0.12,0.4035,0.16899999999999998,0.0825,0.13,7
1752,M,0.71,0.56,0.22,2.015,0.9215,0.45399999999999996,0.5660000000000001,11
651,I,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6
1642,M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
3670,M,0.59,0.465,0.135,0.9895,0.4235,0.19899999999999998,0.28,8
3936,F,0.475,0.4,0.115,0.541,0.18600000000000003,0.1025,0.21,13
2634,I,0.425,0.34,0.1,0.3515,0.1625,0.08199999999999999,0.094,7
118,F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9
3575,M,0.6,0.47,0.15,0.9279999999999999,0.4225,0.183,0.275,8
2112,M,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8
168,M,0.705,0.56,0.22,1.9809999999999999,0.8175,0.3085,0.76,14
3942,F,0.525,0.4,0.115,0.6295,0.2555,0.14400000000000002,0.18,11
1405,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
962,I,0.505,0.39,0.15,0.685,0.36200000000000004,0.131,0.156,8
945,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8
462,I,0.24,0.185,0.07,0.0715,0.026000000000000002,0.018000000000000002,0.025,6
3880,I,0.38,0.3,0.1,0.28600000000000003,0.1305,0.055999999999999994,0.09,7
328,M,0.36,0.295,0.105,0.24100000000000002,0.0865,0.053,0.095,8
1880,I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.23800000000000002,10
2405,I,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,15
2110,I,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5
1360,I,0.605,0.435,0.13,0.9025,0.43200000000000005,0.174,0.26,11
1938,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
367,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
3679,M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10
3208,I,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9
1878,I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10
2329,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
1375,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
1973,M,0.68,0.54,0.155,1.534,0.6709999999999999,0.379,0.384,10
772,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8
1284,I,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9
2697,M,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755,10
4073,I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
3344,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13
498,F,0.615,0.525,0.155,1.0385,0.42700000000000005,0.2315,0.345,11
1414,M,0.685,0.545,0.205,1.7925,0.8145,0.41600000000000004,0.461,9
1234,I,0.375,0.29,0.095,0.213,0.096,0.040999999999999995,0.061,5
1714,F,0.645,0.51,0.19,1.3630000000000002,0.573,0.36200000000000004,0.36,10
435,M,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22,11
1251,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6
365,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19
1978,M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12
276,F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
2807,M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13
3165,F,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
1918,F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11
1506,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
407,M,0.59,0.485,0.12,0.9109999999999999,0.39,0.182,0.29,16
2755,F,0.525,0.415,0.15,0.7055,0.32899999999999996,0.147,0.19899999999999998,10
3812,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12
2638,I,0.46,0.345,0.11,0.3755,0.1525,0.057999999999999996,0.125,7
2640,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7
2609,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11
844,M,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8
3351,F,0.51,0.38,0.13,0.584,0.22399999999999998,0.1355,0.185,13
2149,M,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004,7
86,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
1749,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
2176,F,0.57,0.45,0.17,1.0979999999999999,0.414,0.187,0.405,20
2252,F,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
1905,I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10
1659,F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10
3756,I,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
2023,F,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9
78,F,0.555,0.425,0.14,0.7879999999999999,0.282,0.1595,0.285,11
944,F,0.465,0.35,0.125,0.48200000000000004,0.23,0.106,0.1095,6
199,M,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10
3158,M,0.55,0.435,0.11,0.8059999999999999,0.3415,0.203,0.215,9
1831,I,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6
801,M,0.45,0.335,0.125,0.349,0.11900000000000001,0.1055,0.115,10
2561,I,0.44,0.345,0.115,0.545,0.26899999999999996,0.111,0.1305,6
4140,F,0.645,0.535,0.19,1.2395,0.46799999999999997,0.2385,0.424,10
3618,M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11
2002,I,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
231,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14
3562,F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
1033,M,0.65,0.525,0.185,1.6219999999999999,0.6645,0.3225,0.47700000000000004,10
3511,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
2367,M,0.65,0.545,0.16,1.2425,0.48700000000000004,0.29600000000000004,0.48,15
2834,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
1662,F,0.605,0.455,0.145,0.9775,0.46799999999999997,0.1775,0.275,9
2099,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
1844,I,0.435,0.345,0.12,0.3215,0.13,0.055999999999999994,0.1185,7
4060,I,0.545,0.405,0.13,0.6579999999999999,0.327,0.1445,0.174,8
1143,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
3788,F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8
191,M,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12
104,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12
3423,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
3502,M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10
2295,F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
2034,F,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14
1873,I,0.53,0.405,0.12,0.632,0.2715,0.14800000000000002,0.1875,9
3437,I,0.395,0.3,0.09,0.27899999999999997,0.134,0.049,0.075,8
1691,I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12
2370,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
3382,M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15
1726,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
3241,M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
2564,I,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.11800000000000001,6
1964,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
2446,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
2576,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
3070,F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9
702,F,0.445,0.33,0.105,0.4525,0.18,0.10300000000000001,0.12300000000000001,9
3927,I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12
1864,I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
3971,I,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6
994,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
464,I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6
1849,I,0.485,0.385,0.13,0.568,0.2505,0.17800000000000002,0.154,7
2415,M,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,10
3411,I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7
2299,I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
1236,I,0.375,0.275,0.09,0.218,0.09300000000000001,0.0405,0.0755,6
3599,M,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12
3112,I,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,7
212,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
1036,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
4103,M,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10
900,I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
1446,I,0.44,0.34,0.105,0.369,0.16399999999999998,0.08,0.1015,5
1814,M,0.655,0.545,0.19,1.4245,0.6325,0.33299999999999996,0.37799999999999995,10
2387,I,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,11
1897,M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.23800000000000002,13
741,F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8
3738,F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
4066,I,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7
1616,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
3633,I,0.3,0.22,0.065,0.1195,0.052000000000000005,0.0155,0.035,5
1206,F,0.75,0.57,0.21,2.2359999999999998,1.109,0.5195,0.545,11
509,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
597,I,0.605,0.47,0.14,0.9390000000000001,0.3385,0.201,0.32,13
2059,I,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,8
2431,F,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,18
981,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
1672,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
3744,I,0.275,0.205,0.065,0.10099999999999999,0.040999999999999995,0.021,0.034,5
518,M,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4
1744,F,0.685,0.565,0.175,1.6380000000000001,0.7775,0.375,0.43799999999999994,11
767,M,0.345,0.27,0.095,0.19699999999999998,0.0665,0.05,0.07,9
4025,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7
4135,F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11
2804,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
3897,F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
421,I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11
123,M,0.37,0.265,0.075,0.214,0.09,0.051,0.07,6
2917,M,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
2459,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20
3003,F,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
819,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7
1403,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
1382,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
100,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
3741,F,0.67,0.525,0.195,1.37,0.6065,0.2955,0.40700000000000003,12
1575,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
1283,I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
3924,F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20
3232,M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13
3718,I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7
1103,F,0.505,0.39,0.125,0.5445,0.24600000000000002,0.15,0.1405,7
1876,I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
3123,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
1517,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10
3395,F,0.605,0.45,0.165,1.2225,0.35700000000000004,0.20199999999999999,0.385,13
2083,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
1352,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
1775,I,0.485,0.365,0.105,0.5205,0.195,0.12300000000000001,0.182,8
3524,I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6
3275,M,0.46,0.355,0.11,0.415,0.215,0.08199999999999999,0.13,12
982,F,0.56,0.455,0.16,0.9670000000000001,0.4525,0.207,0.27399999999999997,9
456,F,0.64,0.54,0.175,1.2209999999999999,0.51,0.259,0.39,15
2470,M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11
3151,F,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21
3139,I,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11
3004,F,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
381,M,0.535,0.42,0.145,0.7909999999999999,0.33,0.18899999999999997,0.25,10
3959,F,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
3813,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8
2602,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
1490,F,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,9
3717,I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7
1010,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.38799999999999996,11
3596,M,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10
4173,M,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
662,F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10
1915,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11
3509,F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10
3853,F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9
4101,F,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
3180,F,0.37,0.295,0.1,0.2685,0.1165,0.055999999999999994,0.0835,7
3604,I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8
3223,M,0.52,0.415,0.175,0.753,0.258,0.171,0.255,8
2350,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000003,12
3534,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6
845,M,0.54,0.405,0.125,0.8909999999999999,0.4815,0.1915,0.20199999999999999,9
542,M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
91,M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
4158,I,0.48,0.355,0.11,0.4495,0.201,0.08900000000000001,0.14,8
3833,M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11
1795,F,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10
1196,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
1861,M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
1102,M,0.5,0.39,0.125,0.5215,0.2485,0.11699999999999999,0.131,6
2840,M,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9
1995,I,0.32,0.24,0.07,0.133,0.0585,0.0255,0.040999999999999995,6
2447,I,0.275,0.205,0.08,0.096,0.036000000000000004,0.0185,0.03,6
2316,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
2289,F,0.58,0.475,0.155,0.9740000000000001,0.4305,0.23,0.285,10
2909,F,0.58,0.45,0.15,0.92,0.39299999999999996,0.212,0.2895,9
2011,M,0.45,0.33,0.105,0.4955,0.2575,0.08199999999999999,0.129,8
3448,M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7
1048,M,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
4151,I,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.040999999999999995,6
1902,M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
898,I,0.28,0.12,0.075,0.11699999999999999,0.0455,0.028999999999999998,0.0345,4
1459,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
2529,F,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35,8
237,I,0.13,0.1,0.03,0.013000000000000001,0.0045,0.003,0.004,3
3688,I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
3877,F,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41,15
1133,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
2763,I,0.55,0.425,0.135,0.6559999999999999,0.257,0.17,0.203,10
3008,F,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12
163,F,0.725,0.56,0.21,2.141,0.65,0.39799999999999996,1.005,18
2439,F,0.345,0.255,0.1,0.19699999999999998,0.071,0.051,0.06,9
2996,F,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10
252,F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
3252,M,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12
2228,F,0.505,0.39,0.175,0.6920000000000001,0.267,0.15,0.215,12
2543,F,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,10
2119,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
2229,M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
930,I,0.44,0.325,0.09,0.35,0.14800000000000002,0.067,0.105,7
2164,M,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5
1922,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
3438,I,0.43,0.335,0.105,0.37799999999999995,0.188,0.0785,0.09,6
1698,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.32799999999999996,11
3292,F,0.495,0.375,0.15,0.597,0.2615,0.135,0.17800000000000002,11
3454,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8
3787,M,0.63,0.49,0.16,1.09,0.40700000000000003,0.22399999999999998,0.354,12
3367,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17
2369,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
3720,F,0.38,0.32,0.115,0.6475,0.32299999999999995,0.1325,0.16399999999999998,7
1090,I,0.45,0.33,0.1,0.41100000000000003,0.1945,0.1,0.098,6
3387,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
4070,I,0.48,0.335,0.125,0.524,0.24600000000000002,0.1095,0.145,7
3667,F,0.585,0.42,0.155,1.034,0.43700000000000006,0.2225,0.32,11
2115,I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001,3
1181,F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
1452,I,0.47,0.345,0.14,0.4615,0.22899999999999998,0.1105,0.11599999999999999,9
593,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
677,F,0.5,0.375,0.115,0.5945,0.185,0.14800000000000002,0.19,11
41,F,0.55,0.425,0.135,0.8515,0.36200000000000004,0.196,0.27,14
1840,I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8
2545,I,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,4
3333,I,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12
2117,F,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
243,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8
1124,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
1339,F,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
1822,M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11
3512,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11
3617,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9
1442,I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5
261,F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
1803,F,0.615,0.455,0.145,1.1155,0.5045,0.23800000000000002,0.315,10
3174,M,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9
3608,M,0.545,0.43,0.155,0.8035,0.409,0.14400000000000002,0.228,7
1689,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
4093,M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11
1725,M,0.66,0.5,0.165,1.3195,0.667,0.26899999999999996,0.341,9
2823,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7
834,I,0.445,0.325,0.1,0.37799999999999995,0.1795,0.1,0.08900000000000001,7
3264,F,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
1886,M,0.555,0.455,0.135,0.8370000000000001,0.382,0.171,0.235,9
3193,M,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20
1818,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
340,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
360,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
1601,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
748,M,0.535,0.42,0.13,0.8055,0.301,0.18100000000000002,0.28,14
113,M,0.425,0.35,0.105,0.39299999999999996,0.13,0.063,0.165,9
3747,I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6
480,F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29
2080,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.33899999999999997,9
2247,F,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9
3700,F,0.66,0.53,0.17,1.431,0.622,0.309,0.39799999999999996,10
2714,I,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5
3012,I,0.39,0.3,0.1,0.2665,0.1105,0.059000000000000004,0.084,7
2154,M,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
783,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6
3650,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8
2121,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
2772,M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10
1766,F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7
3404,M,0.37,0.28,0.105,0.22399999999999998,0.0815,0.0575,0.075,8
3522,I,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4
2653,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9
2210,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
1832,I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8
2787,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11
3928,I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10
3782,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.34299999999999997,11
3038,I,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,9
1271,I,0.47,0.355,0.12,0.39299999999999996,0.16699999999999998,0.0885,0.115,8
3515,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
3293,M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13
1127,M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
626,F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10
347,I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6
1302,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8
3363,I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10
1565,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7
3628,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13
2526,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
979,M,0.535,0.435,0.14,0.8740000000000001,0.3735,0.22899999999999998,0.2195,8
2412,M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
